FileName,Sentences,Label,text,AugmentedText,VAD,VAD_normalized
Ses02F_script02_1_M028.wav,Alright. But it's fish that do something that none of the other fish do. Like the swallows returning to Capistrano or the lemmings throwing themselves off the cliffs.,hap,ALRIGHT BUT . IT'S FISH THAT  DO SOMETHING THAT NONE OF THE OTHER FISH DO LIKE  THE SWALLOWS RETURNING TO CAPISTRANO OR THE LEMMINGS THROWING THEMSELVES OFF THE CLIFFS .,"But it's fish that do something that none of the other fish does, like the swallows that return to Capistrano, or the Lemmings that throw themselves off the cliffs.","[3.5, 3.5, 4.0]","[0.7, 0.7, 0.8]"
Ses02F_script02_1_M031.wav,"I don't get it. The first time we came here, you said it was the best night of your life.",neu,I DON'T GET IT . THE FIRST TIME WE CAME HERE YOU SAID IT WAS THE BEST NIGHT OF YOUR LIFE .,"The first time we came here, you said it was the best night of your life.","[2.5, 4.0, 4.0]","[0.5, 0.8, 0.8]"
Ses02F_script02_1_M033.wav,We weren't in a good spot.,neu,WE WEREN'T IN A GOOD SPOT .,We weren't in a good position.,"[2.5, 3.0, 3.0]","[0.5, 0.6, 0.6]"
Ses02F_script02_1_M035.wav,There is that--no that's just seaweed isn't it?,hap,THERE IS THAT  NO THAT'S  JUST SEAWEED ISN'T IT .,"No, it's just seaweed, isn't it?","[2.5, 3.5, 3.5]","[0.5, 0.7, 0.7]"
Ses02F_script02_1_M036.wav,"Oh man, this is great, isn't it? I wouldn't miss this for anything. Here, think about this, all right, I know you're not interested, but think about this.",hap,OH MAN  THIS IS GREAT ISN'T IT  I WOULDN'T MISS THIS FOR ANYTHING HERE THINK ABOUT THIS ALL RIGHT I KNOW YOU'RE NOT INTERESTED  BUT  THINK ABOUT THIS .,"Oh, man, that's great, right? I wouldn't miss this for anything. Here, think about it, all right, I know you're not interested, but think about it.","[4.0, 4.0, 4.0]","[0.8, 0.8, 0.8]"
Ses02F_script02_1_M039.wav,"all as one, this time release instinctual little firecracker went off and they all turned and formed a line as long as the California coast and started swimming. And they're swimming right now as if that's all that matters.",hap,ALL AS ONE  THIS  TIME RELEASE INSTINCTUAL LITTLE FIRECRACKER WENT OFF  AND THEY ALL TURNED . AND FORMED A LINE AS LONG AS THE CALIFORNIA COAST  AND STARTED SWIMMING AND  THEY'RE SWIMMING RIGHT NOW AS IF  THAT'S . ALL THAT MATTERS .,"This time, instinctive little firecrackers have started and they've all turned around and formed a line as long as the California coast has begun to swim, and they're swimming now as if all this matters.","[3.5, 4.0, 4.5]","[0.7, 0.8, 0.9]"
Ses02F_script02_1_M040.wav,It's like single mindedness with no mind. It's urgency that's pure urge. They don't know what drives them. They don't ask it a question or give it a name.,hap,IT'S LIKE . SINGLE MINDEDNESS WITH NO MIND IT'S  URGENCY THAT'S PURE  URGE THEY  DON'T KNOW WHAT DRIVES THEM THEY DON'T . ASK IT A QUESTION OR . GIVE IT A NAME .,It's like loneliness without a mind. It's urgency that's pure urge. You don't know what it's doing. You don't ask him a question or give him a name.,"[3.5, 3.5, 4.5]","[0.7, 0.7, 0.9]"
Ses02F_script02_1_M041.wav,"They just turn as one and start the swim that brings them right here to where we stand, for a massive celebration of sex and death.",hap,THEY JUST TURN AS ONE AND START THE SWIM  THAT BRINGS THEM RIGHT HERE TO WHERE WE STAND  FOR A MASSIVE CELEBRATION OF SEX AND DEATH .,"They just turn like one and start swimming, which takes them right here, where we stand, for a massive celebration of sex and death.","[4.0, 3.5, 4.5]","[0.8, 0.7, 0.9]"
Ses02F_script02_1_M042.wav,"Ah, God, I'm giving myself goose bumps. Look, all my hairs are popped up.",hap,AH . GOD I'M  GIVING MYSELF GOOSE BUMPS LOOK ALL MY HAIRS ARE POPPED UP .,"Look, my hair's all bloated.","[4.0, 4.0, 3.5]","[0.8, 0.8, 0.7]"
Ses02F_script02_1_M043.wav,"Well, so what do you think?",neu,WELL  SO WHAT DO YOU THINK .,"So, what do you think?","[3.0, 3.0, 3.0]","[0.6, 0.6, 0.6]"
Ses02F_script02_1_M044.wav,What I was saying.,neu,WHAT I WAS SAYING .,What I said.,"[3.0, 3.0, 3.0]","[0.6, 0.6, 0.6]"
Ses02F_script02_2_F000.wav,About what?,neu,ABOUT WHAT .,About what?,"[2.5, 2.0, 2.5]","[0.5, 0.4, 0.5]"
Ses02F_script02_2_F005.wav,"God damn it, Augie, don't ask me that. I hate it when you ask me that. You always ask me that. It's insulting.",ang,GOD  DAMN IT AUGIE DON'T ASK ME THAT I HATE IT WHEN YOU ASK ME THAT YOU  ALWAYS ASK ME THAT IT'S INSULTING .,"Goddamn it, Augie, don't ask me that.","[1.5, 4.5, 4.5]","[0.3, 0.9, 0.9]"
Ses02F_script02_2_F006.wav,We just have different ideas of what this evening is supposed to look like.,ang,WE JUST  HAVE  DIFFERENT IDEAS OF WHAT THIS EVENING IS SUPPOSED TO LOOK LIKE .,We just have different ideas about what this evening is supposed to look like.,"[2.0, 4.0, 4.0]","[0.4, 0.8, 0.8]"
Ses02F_script02_2_F011.wav,"I mean, I feel like my whole life is gonna be spent standing on the beach with my eyes wide open and my hands clasped expectantly waiting for the fish to show up. And the fish won't show up.",ang,I MEAN . I FEEL LIKE MY WHOLE LIFE . IS GONNA BE SPENT . STANDING ON THE BEACH . WITH MY  EYES . WIDE OPEN AND MY HANDS . CLASPED EXPECTANTLY . WAITING FOR THE FISH TO SHOW UP  AND THE FISH  WON'T SHOW UP .,"I mean, I feel like my whole life is being spent standing on the beach with my eyes open and intertwining my hands, waiting for the fish to show up and the fish to not show up.","[1.5, 5.0, 5.0]","[0.3, 1.0, 1.0]"
Ses02F_script02_2_F015.wav,"Do you remember the first time we came to see it? It was about four years ago, right after we got married.",sad,DO YOU REMEMBER THE FIRST TIME WE CAME TO SEE IT  IT WAS ABOUT FOUR YEARS AGO RIGHT AFTER WE GOT MARRIED .,Remember the first time we came here to see it?,"[2.5, 3.0, 4.0]","[0.5, 0.6, 0.8]"
Ses02F_script02_2_F016.wav,"I thought I was pregnant, you had a bottle of champagne, but no glasses. You asked me to dance, so we kicked off our shoes and you popped the cork.",sad,I THOUGHT I WAS PREGNANT YOU HAD A BOTTLE OF CHAMPAGNE BUT NO GLASSES . YOU ASKED ME TO  DANCE  SO  WE KICKED OFF OUR SHOES AND  YOU POPPED THE CORK .,"I thought I was pregnant, you had a bottle of champagne, but no glasses.","[4.0, 4.0, 3.5]","[0.8, 0.8, 0.7]"
Ses02F_script02_2_F017.wav,"And while we were dancing, you said the softest, most intimate things to me right into my ear so that I could feel them as much as hear them.",sad,AND WHILE WE WERE DANCING YOU SAID  THE SOFTEST MOST  INTIMATE  THINGS TO ME RIGHT INTO MY EAR SO THAT I COULD . FEEL THEM AS MUCH AS . HEAR THEM .,"And while we were dancing, you told me the softest, most intimate things right in the ear so I could feel them as much as they heard.","[3.5, 4.0, 4.5]","[0.7, 0.8, 0.9]"
Ses02F_script02_2_F018.wav,"And I remember thinking, this is it. You know, at last--at last I am as happy as I am supposed to be.",sad,AND I REMEMBER THINKING . THIS IS IT  YOU KNOW AT  LAST  AT LAST I AM AS  HAPPY AS I AM  SUPPOSED TO BE .,"And I remember thinking that it is. You know, I'm finally as happy as I am supposed to be.","[4.0, 4.5, 4.0]","[0.8, 0.9, 0.8]"
Ses02F_script02_2_F019.wav,"Just dancing barefoot in the sand, drinking champagne out of the bottle.",sad,JUST DANCING BAREFOOT IN . THE . SAND  DRINKING CHAMPAGNE OUT OF THE  BOTTLE .,"Just dancing barefoot in the sand, drinking champagne from the bottle.","[4.0, 4.0, 4.0]","[0.8, 0.8, 0.8]"
Ses02F_script02_2_F020.wav,I'd rather not remember some things. I would rather not hope for some things.,sad,I'D RATHER NOT REMEMBER SOME THINGS I  WOULD RATHER NOT HOPE FOR SOME THINGS .,"I'd rather not remember a few things, but rather not hope for a few things.","[2.5, 3.0, 3.5]","[0.5, 0.6, 0.7]"
Ses02F_script02_2_F021.wav,No.,sad,NO .,"Oh, my God.","[2.5, 2.0, 2.5]","[0.5, 0.4, 0.5]"
Ses02F_script02_2_F022.wav,No.,sad,NO .,"Oh, my God.","[2.5, 2.5, 2.0]","[0.5, 0.5, 0.4]"
Ses02F_script02_2_F024.wav,No.,sad,NO .,"Oh, my God.","[2.0, 2.0, 2.5]","[0.4, 0.4, 0.5]"
Ses02F_script02_2_F031.wav,Well. This isn't anything like I thought anything would be like.,sad,WELL THIS . ISN'T ANYTHING LIKE  I THOUGHT ANYTHING WOULD BE LIKE .,I didn't think it was like that.,"[1.5, 4.0, 3.5]","[0.3, 0.8, 0.7]"
Ses02F_script02_2_F033.wav,"I know that, Augie. Really, I do.",sad,I KNOW THAT AUGIE REALLY . I . DO .,"I know that, Augie.","[2.5, 3.5, 3.0]","[0.5, 0.7, 0.6]"
Ses02F_script02_2_F034.wav,"I know that you meant this to be special and nice and the sand and the moon and all, but I just couldn't help thinking about being somewhere else.",sad,I KNOW THAT YOU MEANT THIS  TO BE SPECIAL AND NICE AND  THE SAND AND THE MOON AND ALL BUT  I JUST . COULDN'T HELP . THINKING ABOUT  BEING SOMEWHERE ELSE .,"I know you meant that as something special and beautiful and the sand and the moon and so on, but I just couldn't think of being anywhere else.","[1.5, 3.0, 3.5]","[0.3, 0.6, 0.7]"
Ses02F_script02_2_F035.wav,I didn't say that.,sad,I DIDN'T SAY THAT .,I didn't say that.,"[2.0, 2.0, 2.5]","[0.4, 0.4, 0.5]"
Ses02F_script02_2_F038.wav,You're the one who probably wishes you were with someone else. Someone who--you'd rather enjoy yourself and didn't take everything so hard.,sad,YOU'RE THE ONE WHO PROBABLY WISHES YOU WERE WITH SOMEONE ELSE SOMEONE WHO  YOU'D RATHER ENJOY YOURSELF AND  DIDN'T TAKE EVERYTHING SO HARD .,"You're the one who wants you to be with someone else, someone who likes to be fun and doesn't take everything so hard.","[1.5, 3.0, 4.5]","[0.3, 0.6, 0.9]"
Ses02F_script02_2_F041.wav,"Augie, you brought refreshments.",hap,AUGIE YOU BROUGHT REFRESHMENTS .,"Oh, Augie, you brought some refreshments.","[4.0, 4.0, 3.5]","[0.8, 0.8, 0.7]"
Ses02F_script02_2_F042.wav,"Well, then we don't need glasses.",hap,WELL THEN WE DON'T NEED GLASSES .,Then we don't need glasses.,"[4.0, 3.0, 3.5]","[0.8, 0.6, 0.7]"
Ses02F_script02_2_F043.wav,No. I think you might be right. Maybe this is the spot after all.,hap,NO I THINK YOU MIGHT BE RIGHT MAYBE . THIS  IS THE SPOT AFTER ALL .,"No, I think you might be right, maybe that's the place.","[4.0, 3.0, 3.5]","[0.8, 0.6, 0.7]"
Ses02F_script02_2_F044.wav,"Augie, I'm sorry.",sad,AUGIE I'M SORRY .,"Oh, Augie, I'm sorry.","[2.5, 3.5, 3.5]","[0.5, 0.7, 0.7]"
Ses02F_script02_2_F045.wav,Or not.,hap,OR NOT .,Or not.,"[4.0, 2.5, 2.5]","[0.8, 0.5, 0.5]"
Ses02F_script02_2_M000.wav,"Well, so what do you think?",hap,WELL . SO WHAT DO YOU THINK .,"So, what do you think?","[3.5, 3.5, 3.5]","[0.7, 0.7, 0.7]"
Ses02F_script02_2_M001.wav,What I was saying.,neu,WHAT I WAS SAYING .,What I was saying.,"[3.0, 3.5, 3.0]","[0.6, 0.7, 0.6]"
Ses02F_script02_2_M002.wav,It certainly is not. It's slightly exaggerated scientific fact.,neu,IT CERTAINLY IS NOT IT'S . SLIGHTLY EXAGGERATED SCIENTIFIC . FACT .,It's a little exaggerated scientific fact.,"[2.5, 3.5, 4.0]","[0.5, 0.7, 0.8]"
Ses02F_script02_2_M003.wav,"Well, I'm not the only one. Look at all these people.",neu,WELL I'M NOT THE ONLY ONE LOOK AT ALL THESE PEOPLE .,I'm not the only one.,"[2.5, 3.5, 3.0]","[0.5, 0.7, 0.6]"
Ses02F_script02_2_M005.wav,"Carla, can I ask you something? Don't take this wrong, but are you having your period?",neu,CARLA CAN I ASK YOU SOMETHING  DON'T TAKE THIS WRONG . BUT  ARE  YOU HAVING YOUR PERIOD .,"Carla, can I ask you something?","[3.0, 3.0, 2.5]","[0.6, 0.6, 0.5]"
Ses02F_script02_2_M007.wav,"There's nothing to it. We come here, the grunion arrive, they do their little fish business, we go ooh, ah, look at the fish. They go home. We go home.",neu,THERE'S NOTHING TO IT  WE COME HERE THE GRUNION ARRIVE THEY  DO THEIR LITTLE  FISH BUSINESS WE GO OOH AH LOOK AT THE FISH . THEY GO HOME WE GO HOME .,"We come here, the Grunion is coming, they do their little fish business, we go home, we go home.","[2.5, 4.0, 4.0]","[0.5, 0.8, 0.8]"
Ses02F_script02_2_M009.wav,We've missed them twice. That's not ever.,neu,WE'VE MISSED THEM TWICE THAT'S NOT  EVER .,We missed them twice.,"[2.0, 3.0, 3.0]","[0.4, 0.6, 0.6]"
Ses02F_script02_2_M010.wav,"Well, we'll see them this year.",neu,WELL WE'LL SEE THEM THIS YEAR .,"Well, we'll see her this year.","[2.5, 3.5, 3.5]","[0.5, 0.7, 0.7]"
Ses02F_script02_2_M013.wav,It's just fish. Nothing to get traumatized about.,neu,IT'S  JUST . FISH NOTHING TO GET TRAUMATIZED ABOUT .,"It's just fish, nothing to be traumatized about.","[2.5, 3.0, 3.5]","[0.5, 0.6, 0.7]"
Ses02F_script02_2_M016.wav,"You said, ""Hey the grunion are running tonight."" I said, ""Great, let's go. I feel lucky.""",neu,YOU SAID HEY THE GRUNION ARE RUNNING TONIGHT I SAID  GREAT LET'S GO  I FEEL LUCKY .,"You said, ""Hey, the bottom runs tonight."" I said, ""Great, let's go. I'm lucky.""","[3.0, 4.0, 4.0]","[0.6, 0.8, 0.8]"
Ses02F_script02_2_M017.wav,"Okay, so I'm putting on my jacket, putting out the animals, getting the car out of the garage--",neu,OKAY SO I'M PUTTING ON MY JACKET . PUTTING OUT THE ANIMALS . GETTING THE CAR OUT OF THE GARAGE .,"Okay, so I'm gonna put my jacket on, take the animals off, and get the car out of the garage...","[3.0, 4.0, 3.5]","[0.6, 0.8, 0.7]"
Ses02F_script02_2_M018.wav,Wait a minute. I've got it.,neu,WAIT A MINUTE . I'VE GOT IT .,"Wait, I'll take care of it.","[4.0, 3.5, 3.5]","[0.8, 0.7, 0.7]"
Ses02F_script02_2_M019.wav,"It was in the car, right? Driving past the Knickerbocker Liquor Locker, you said, ""let's get some champagne,"" and I said, ""time's a wasting"" or something like that, right?",neu,IT WAS IN THE CAR RIGHT . DRIVING PAST THE KNICKERBOCKER LIQUOR LOCKER YOU SAID . LET'S GET SOME CHAMPAGNE AND I SAID . TIME'S A WASTING OR SOMETHING LIKE THAT RIGHT .,"It was in the car, right? Drive past the Knickerbocker Liquor Locker, you said, ""Let's get some champagne,"" and I said, ""The time is a waste"" or something.","[3.0, 4.0, 4.0]","[0.6, 0.8, 0.8]"
Ses02F_script02_2_M020.wav,"Yeah, of course, I see it now. You want this to be like that other time, right? That's it, right?",neu,YEAH OF COURSE I SEE IT NOW YOU WANT THIS TO BE LIKE THAT OTHER TIME RIGHT  THAT'S IT RIGHT .,"Yes, of course I can see it now.","[3.0, 4.0, 4.0]","[0.6, 0.8, 0.8]"
Ses02F_script02_2_M021.wav,"Okay, yeah, sure, I see it now. Listen, you wanna dance?",neu,OKAY YEAH SURE I  SEE IT NOW  LISTEN YOU WANNA DANCE .,"Okay, yeah, sure, I see it now.","[3.0, 3.5, 3.5]","[0.6, 0.7, 0.7]"
Ses02F_script02_2_M022.wav,You want me to go get some champagne?,neu,YOU WANT ME TO GO GET SOME CHAMPAGNE .,Do you want me to go get champagne?,"[3.0, 3.5, 3.0]","[0.6, 0.7, 0.6]"
Ses02F_script02_2_M023.wav,Take off our shoes?,neu,TAKE OFF OUR SHOES .,Take off our shoes?,"[3.0, 3.5, 2.5]","[0.6, 0.7, 0.5]"
Ses02F_script02_2_M029.wav,"Well, welcome to the human race. Do you think this is what I had in mind when I proposed? That four years down the road, we'd be at the beach yelling at each other over fish?",ang,WELL WELCOME TO THE HUMAN RACE  DO . YOU THINK THIS IS WHAT I HAD IN MIND WHEN I PROPOSED THAT  FOUR YEARS DOWN THE ROAD WE'D . BE . AT THE BEACH YELLING AT EACH OTHER OVER FISH .,Do you think that's what I was going to do when I suggested that we yell at each other on the beach for four years?,"[2.0, 4.5, 4.5]","[0.4, 0.9, 0.9]"
Ses02F_script02_2_M031.wav,"No, Carla, I'm just like you. I thought it was gonna be all peaches and roses and sand in our toes and wind in our hair and the fish will always come and the bills will pay themselves and we'll have three fat rosy kids and ha, ha, baby, the joke's on us",sad,NO CARLA I'M JUST LIKE YOU I . THOUGHT IT WAS GONNA BE ALL  PEACHES AND ROSES AND  SAND IN OUR TOES AND  WIND IN OUR HAIR AND THE FISH WILL ALWAYS COME AND THE BILLS WILL . PAY THEMSELVES AND WE'LL HAVE . THREE FAT ROSY KIDS AND . HA HA BABY THE JOKE'S ON US .,"No, Carla, I'm just like you. I thought it would be all peaches and roses and sand in our toes and wind in our hair and the fish will always come and the bills will pay themselves and","[2.5, 3.0, 4.0]","[0.5, 0.6, 0.8]"
Ses02F_script02_2_M033.wav,"Yes, it is.",neu,YES IT IS .,"Yes, it is.","[3.0, 2.5, 3.0]","[0.6, 0.5, 0.6]"
Ses02F_script02_2_M034.wav,Right.,neu,RIGHT .,Yes.,"[2.5, 2.5, 4.0]","[0.5, 0.5, 0.8]"
Ses02F_script02_2_M035.wav,"I know, me neither.",sad,I KNOW ME NEITHER .,"I know, neither do I.","[2.5, 3.0, 3.0]","[0.5, 0.6, 0.6]"
Ses02F_script02_2_M036.wav,I'm doing the best I can.,sad,I'M DOING THE BEST I CAN .,I'm doing my best.,"[2.0, 2.5, 3.5]","[0.4, 0.5, 0.7]"
Ses02F_script02_2_M037.wav,Maybe if you were with somebody else too.,sad,MAYBE IF YOU WERE WITH SOMEBODY ELSE TOO .,"Maybe if you were with someone else, too.","[2.0, 2.5, 3.5]","[0.4, 0.5, 0.7]"
Ses02F_script02_2_M038.wav,"No, I know. But still. I know I don't make you happy.",sad,NO I KNOW BUT . STILL  I KNOW I DON'T MAKE YOU HAPPY .,"No, I know, but I know I'm not making you happy.","[2.0, 3.0, 3.0]","[0.4, 0.6, 0.6]"
Ses02F_script02_2_M041.wav,"I don't know. It seemed like a pretty good spot to me. I mean, look at the view you have of the moon from here.",hap,I DON'T KNOW IT SEEMED LIKE A PRETTY GOOD SPOT TO ME I MEAN . LOOK AT THE VIEW YOU HAVE OF THE MOON FROM HERE .,"I don't know, it seemed like a pretty good place to me. I mean, look at the view you have from here to the moon.","[4.0, 3.0, 3.0]","[0.8, 0.6, 0.6]"
Ses02F_script02_2_M042.wav,"Well, look what we have here.",hap,WELL LOOK WHAT WE HAVE HERE .,Look what we got here.,"[4.0, 3.5, 3.5]","[0.8, 0.7, 0.7]"
Ses02F_script02_2_M043.wav,It's not champagne.,hap,IT'S NOT CHAMPAGNE .,It's not champagne.,"[4.0, 3.0, 3.0]","[0.8, 0.6, 0.6]"
Ses02F_script02_2_M045.wav,Shh. If we're very quiet the fish might come.,hap,SHH  IF WE'RE VERY QUIET THE FISH MIGHT COME .,"If we're very calm, the fish could come.","[3.5, 2.5, 3.5]","[0.7, 0.5, 0.7]"
Ses02F_script02_2_M046.wav,Or not.,hap,OR NOT .,Or not.,"[4.0, 3.0, 2.5]","[0.8, 0.6, 0.5]"
Ses02F_script03_1_F005.wav,"Ah, it send shivers up my spine.",hap,AH IT . SEND SHIVERS UP MY SPINE .,"Ah, it sends me trembling in the spine.","[3.6667, 4.0, 2.3333]","[0.73334, 0.8, 0.46665999999999996]"
Ses02F_script03_1_F006.wav,Behave exquisitely.,hap,BEHAVE EXQUISITELY .,Be very good.,"[4.0, 3.3333, 1.6667]","[0.8, 0.66666, 0.33334]"
Ses02F_script03_1_F007.wav,"Oh, of course. I shall probably do a court curtsy.",hap,OH OF COURSE I  SHALL PROBABLY DO . A COURT CURTSY .,"Oh, of course, I guess I'm gonna make a court case.","[4.0, 3.3333, 2.3333]","[0.8, 0.66666, 0.46665999999999996]"
Ses02F_script03_1_F008.wav,What's so horrible is that one can't stay happy.,hap,WHAT'S SO HORRIBLE IS THAT ONE CAN'T . STAY HAPPY .,What's so terrible is that you can't stay happy.,"[2.6667, 2.3333, 2.0]","[0.53334, 0.46665999999999996, 0.4]"
Ses02F_script03_1_F009.wav,It's true. The whole business is a very poor joke.,hap,IT'S TRUE THE WHOLE  BUSINESS IS . A VERY POOR JOKE .,The whole business is a very bad joke.,"[2.6667, 2.6667, 2.6667]","[0.53334, 0.53334, 0.53334]"
Ses02F_script03_1_F010.wav,"Yes, meaning just that.",hap,YES  MEANING JUST THAT .,"Yeah, that's just it.","[3.3333, 2.0, 3.0]","[0.66666, 0.4, 0.6]"
Ses02F_script03_1_F012.wav,Who's they?,neu,WHO'S THEY .,Who are they?,"[3.6667, 2.3333, 2.6667]","[0.73334, 0.46665999999999996, 0.53334]"
Ses02F_script03_1_F013.wav,"If I laugh at everything, then I must laugh at us too.",neu,IF I LAUGH AT EVERYTHING THEN I MUST LAUGH . AT US TOO .,"If I laugh at everything, I have to laugh at us too.","[3.6667, 2.6667, 2.3333]","[0.73334, 0.53334, 0.46665999999999996]"
Ses02F_script03_1_F014.wav,"Well how long will it last us, this ludicrous overbearing love of ours.",neu,WELL  HOW LONG WILL IT LAST US  THIS  LUDICROUS OVERBEARING LOVE OF OURS .,"Well, how long will it take us, that ridiculous arrogance of ours.","[4.0, 2.6667, 2.0]","[0.8, 0.53334, 0.4]"
Ses02F_script03_1_F015.wav,"Well, shall we always want to bicker and fight?",neu,WELL . SHALL WE ALWAYS WANT  TO BICKER AND  FIGHT .,Should we always fight?,"[3.6667, 2.3333, 2.3333]","[0.73334, 0.46665999999999996, 0.46665999999999996]"
Ses02F_script03_1_F016.wav,"Oh, dear, shall we like that?",neu,OH  DEAR SHALL WE LIKE THAT .,"Oh, my darling, shall we like that?","[3.3333, 2.6667, 2.0]","[0.66666, 0.53334, 0.4]"
Ses02F_script03_1_F017.wav,"Well, what happens if one of us dies? I mean, does the one that's left still laugh?",neu,WELL . WHAT HAPPENS IF ONE OF US DIES  I MEAN . DOES THE ONE THAT'S LEFT STILL LAUGH .,What happens if one of us dies?,"[2.6667, 3.0, 2.3333]","[0.53334, 0.6, 0.46665999999999996]"
Ses02F_script03_1_F019.wav,"Darling, I believe you're talking nonsense.",hap,DARLING I BELIEVE YOU'RE TALKING NONSENSE .,"Darling, I think you're talking nonsense.","[4.0, 3.3333, 2.6667]","[0.8, 0.66666, 0.53334]"
Ses02F_script03_1_F020.wav,"Elliott, worms don't pop.",hap,ELLIOTT WORMS DON'T POP .,"Elliott, the worms don't burst.","[3.3333, 2.6667, 3.0]","[0.66666, 0.53334, 0.6]"
Ses02F_script03_1_F021.wav,"Oh, thank you, dear. The same applies to you except that if I catch so much as looking at another woman, I'll kill you.",hap,OH THANK YOU DEAR . THE SAME APPLIES TO YOU EXCEPT THAT IF I CATCH SO MUCH AS LOOKING AT ANOTHER WOMAN . I'LL KILL YOU .,"The same goes for you, except I kill you when I look at another woman.","[4.0, 2.6667, 3.6667]","[0.8, 0.53334, 0.73334]"
Ses02F_script03_1_F022.wav,Which particular one?,hap,WHICH PARTICULAR ONE .,Which one in particular?,"[4.0, 2.3333, 2.0]","[0.8, 0.46665999999999996, 0.4]"
Ses02F_script03_1_F023.wav,Charles. That was his name. Charles. He did wriggle so beautifully.,hap,CHARLES THAT WAS HIS  NAME CHARLES HE DID WRIGGLE SO BEAUTIFULLY .,"Charles, that was his name. He's been fighting so nicely.","[4.3333, 3.3333, 2.3333]","[0.8666600000000001, 0.66666, 0.46665999999999996]"
Ses02F_script03_1_F024.wav,"Yes, I know you did. You threw it out of the window into the Grand Canal. I don't think I'll ever forgive you for that.",hap,YES I KNOW YOU DID YOU THREW IT OUT OF THE WINDOW INTO THE GRAND CANAL I DON'T THINK I'LL EVER FORGIVE YOU  FOR THAT .,"You threw it out the window into the Canal Grande, and I don't think I'll ever forgive you.","[4.0, 2.6667, 3.0]","[0.8, 0.53334, 0.6]"
Ses02F_script03_1_F025.wav,It went in intermittently for days.,hap,IT WENT IN INTERMITTENTLY FOR DAYS .,It went in intermittent for days.,"[4.0, 3.0, 3.3333]","[0.8, 0.6, 0.66666]"
Ses02F_script03_1_F026.wav,It burned my comb too and all the towels in the bathroom.,hap,IT BURNED MY COMB TOO AND ALL THE TOWELS IN THE BATHROOM .,It also burned my comb and all the towels in the bathroom.,"[4.3333, 4.0, 3.0]","[0.8666600000000001, 0.8, 0.6]"
Ses02F_script03_1_F027.wav,That was the first time you ever hit me.,neu,THAT WAS THE FIRST TIME YOU EVER HIT ME .,This was the first time you hit me.,"[3.3333, 3.0, 3.3333]","[0.66666, 0.6, 0.66666]"
Ses02F_script03_1_F028.wav,"The manager came in and found us rolling around on the floor, biting and scratching like panthers.",hap,THE MANAGER . CAME IN AND FOUND US . ROLLING AROUND ON THE FLOOR BITING AND  SCRATCHING LIKE PANTHERS .,"The manager came in and found us rolling around on the floor, biting and scratching like Panther.","[4.6667, 4.0, 3.0]","[0.93334, 0.8, 0.6]"
Ses02F_script03_1_F029.wav,It was ridiculous. Completely ridiculous.,hap,IT WAS . RIDICULOUS COMPLETELY RIDICULOUS .,"It was ridiculous, totally ridiculous.","[4.0, 2.6667, 2.6667]","[0.8, 0.53334, 0.53334]"
Ses02F_script03_1_M001.wav,I wonder.,neu,I WONDER .,That's what I'm wondering.,"[3.0, 2.0, 2.6667]","[0.6, 0.4, 0.53334]"
Ses02F_script03_1_M004.wav,I don't care then.,neu,I DON'T CARE THEN .,I don't care.,"[3.6667, 2.3333, 4.0]","[0.73334, 0.46665999999999996, 0.8]"
Ses02F_script03_1_M005.wav,Hello? Hello? What? Wrong number.,neu,HELLO  HELLO . WHAT  WRONG NUMBER .,The wrong number.,"[3.3333, 4.0, 2.6667]","[0.66666, 0.8, 0.53334]"
Ses02F_script03_1_M007.wav,With the most perfect poise?,neu,WITH THE MOST PERFECT POISE .,With the perfect posture?,"[3.6667, 2.6667, 3.0]","[0.73334, 0.53334, 0.6]"
Ses02F_script03_1_M008.wav,Things that ought to matter dreadfully don't matter at all when one's happy. Do they?,neu,THINGS THAT OUGHT TO MATTER  DREADFULLY DON'T MATTER AT ALL WHEN ONE'S HAPPY DO THEY .,Things that should be important are not important at all when you're happy.,"[3.6667, 2.6667, 3.0]","[0.73334, 0.53334, 0.6]"
Ses02F_script03_1_M009.wav,"Oh, darling, don't say that.",neu,OH DARLING DON'T SAY THAT .,"Oh, honey, don't say that.","[3.0, 2.0, 3.6667]","[0.6, 0.4, 0.73334]"
Ses02F_script03_1_M010.wav,"Meaning that sacred and beautiful thing, love?",neu,MEANING THAT . SACRED AND BEAUTIFUL  THING LOVE .,"That means the sacred and beautiful thing, love?","[3.6667, 3.0, 2.6667]","[0.73334, 0.6, 0.53334]"
Ses02F_script03_1_M012.wav,"You mustn't be serious, my dear one. That's just what they want.",neu,YOU MUSTN'T BE SERIOUS MY DEAR ONE THAT'S JUST WHAT THEY WANT .,"You can't be serious, my dear.","[3.6667, 3.3333, 3.6667]","[0.73334, 0.66666, 0.73334]"
Ses02F_script03_1_M013.wav,All those futile moralists that try to make life unbearable. Laugh at them. Be flippant. Laugh at everything. All their sacred shibboleths.,neu,ALL THOSE . FUTILE MORALISTS THAT TRY TO MAKE LIFE UNBEARABLE LAUGH AT THEM  BE FLIPPANT . LAUGH AT EVERYTHING ALL THEIR SACRED SHIBBOLETHS .,All these useless moralists trying to make life intolerable. Laugh at them. Be flippery. Laugh at everything. All their sacred schibboleths.,"[3.3333, 3.6667, 3.6667]","[0.66666, 0.73334, 0.73334]"
